Unnamed: 0,Topic,Sentiment,TweetId,TweetDate,TweetText,VADER_Score,VADER_Compound,VADER_Sentiment,SentiStrengthSentiment,SentiStrengthScore,BERTSentiment2,BERTDetails2,BERTSentiment3,BERTDetails3
1893,microsoft,positive,1.26685e+17,Wed Oct 19 15:44:39 +0000 2011,Håper #microsoft lager ny releasepartyguide for #mango. #greatsuccess,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,2,Neutral,"tensor([[ 0.2485,  0.3848, -0.3730]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4666, -0.2836, -0.4490]], grad_fn=<AddmmBackward>)"
1894,microsoft,positive,1.26678e+17,Wed Oct 19 15:16:00 +0000 2011,Hey parents! Did you know about the free tools from #Microsoft that help keep your kids safe online? Live Family Safety http://t.co/muuWbGPn,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.8999}",0.8999,Positive,Positive,2,Neutral,"tensor([[-0.1509,  0.5682,  0.1766]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.7087,  0.1476, -0.1589]], grad_fn=<AddmmBackward>)"
1895,microsoft,positive,1.26675e+17,Wed Oct 19 15:03:33 +0000 2011,“@sinanaral: Check out the new #Microsoft #faculty fellows here: http://t.co/2oeNsVG8 poised to change the world!” Go @jure !,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.3786}",0.3786,Positive,Positive,1,Neutral,"tensor([[ 0.0168,  0.6170, -0.2962]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.4390,  0.2218, -0.0535]], grad_fn=<AddmmBackward>)"
1896,microsoft,positive,1.2667e+17,Wed Oct 19 14:44:23 +0000 2011,"Maybe #apple could use some of it's billions to do some good in the world?...oh wait, that's what #microsoft does.","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,Positive,Positive,1,Neutral,"tensor([[ 0.6253,  0.8753, -0.2372]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.5664,  0.0264, -0.5367]], grad_fn=<AddmmBackward>)"
1897,microsoft,positive,1.2667e+17,Wed Oct 19 14:42:53 +0000 2011,#Microsoft @ ISB... watching the new windows 8 in action...pretty impressive! Finally a contender to mac os.. Interesting battle in store,"{'neg': 0.095, 'neu': 0.621, 'pos': 0.284, 'compound': 0.636}",0.636,Positive,Positive,2,Neutral,"tensor([[ 0.1817,  0.3631, -0.2541]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0421,  0.4442, -0.2398]], grad_fn=<AddmmBackward>)"
1898,microsoft,positive,1.26669e+17,Wed Oct 19 14:38:25 +0000 2011,#Microsoft tries to combine the #Xbox #WindowsPhone and #PC and all of them will share the same neat looking interface. http://t.co/J332zfpO,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6369}",0.6369,Positive,Neutral,0,Neutral,"tensor([[ 0.0064,  0.3881, -0.1967]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5872,  0.2477, -0.3661]], grad_fn=<AddmmBackward>)"
1899,microsoft,positive,1.26665e+17,Wed Oct 19 14:24:45 +0000 2011,Check out the new #Microsoft #faculty fellows here: http://t.co/GCicPEX4 poised to change the world!,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3164}",0.3164,Positive,Positive,1,Neutral,"tensor([[-0.1314,  1.5278, -0.9084]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0036, -0.2873,  0.5799]], grad_fn=<AddmmBackward>)"
1900,microsoft,positive,1.26664e+17,Wed Oct 19 14:19:18 +0000 2011,I became a #Citizenship #Member at @Microsoft ...Thanks #GOD :) #MSPEgypt #Microsoft,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.8286}",0.8286,Positive,Positive,1,Neutral,"tensor([[ 0.2174,  0.4540, -0.3647]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4781, -0.0237, -0.2994]], grad_fn=<AddmmBackward>)"
1901,microsoft,positive,1.26659e+17,Wed Oct 19 14:01:03 +0000 2011,Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0.3182,Positive,Neutral,0,Neutral,"tensor([[-0.3776,  0.8992, -0.6331]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3442, -0.0939, -0.3838]], grad_fn=<AddmmBackward>)"
1902,microsoft,positive,1.26659e+17,Wed Oct 19 14:00:24 +0000 2011,"Forget Siri, there is still no beating speech commands on @windowsphone: http://t.co/19GAjSGi #wp7 #mango #tellme #microsoft #siri","{'neg': 0.098, 'neu': 0.774, 'pos': 0.128, 'compound': 0.1481}",0.1481,Positive,Neutral,0,Neutral,"tensor([[ 0.0608,  0.4327, -0.4825]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.0583,  0.0374, -0.3688]], grad_fn=<AddmmBackward>)"
1903,microsoft,positive,1.26659e+17,Wed Oct 19 14:00:18 +0000 2011,#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT #enterprise,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Neutral,"tensor([[-0.0581, -0.0434,  0.3792]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.5976,  0.0308, -0.2446]], grad_fn=<AddmmBackward>)"
1904,microsoft,positive,1.26659e+17,Wed Oct 19 13:58:41 +0000 2011,"@RAD_Software Yes good points about #ERP but unfair assessment in saying ""#SAGE, #SAP and #Microsoft Dynamics, are not delivering""","{'neg': 0.162, 'neu': 0.586, 'pos': 0.252, 'compound': 0.0772}",0.0772,Positive,Neutral,0,Neutral,"tensor([[ 0.1110,  0.8471, -0.4800]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0030, -0.4013, -0.3998]], grad_fn=<AddmmBackward>)"
1905,microsoft,positive,1.2665e+17,Wed Oct 19 13:26:40 +0000 2011,"Good dev opportunities at #Microsoft UX Tour, Helsinki Finland http://t.co/hCKJXz4K","{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.6705}",0.6705,Positive,Positive,1,Neutral,"tensor([[-0.2121,  0.5615, -0.1615]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.7240, -0.5522, -0.2892]], grad_fn=<AddmmBackward>)"
1906,microsoft,positive,1.26639e+17,Wed Oct 19 12:40:22 +0000 2011,@edbott you have sugar-coated the FSF secure boot reaction. This is blatant anti-#Microsoft propaganda.,"{'neg': 0.122, 'neu': 0.732, 'pos': 0.146, 'compound': 0.1027}",0.1027,Positive,Neutral,0,Neutral,"tensor([[-0.6220,  0.2174, -0.5102]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.7394, -0.5530, -0.3503]], grad_fn=<AddmmBackward>)"
1907,microsoft,positive,1.26637e+17,Wed Oct 19 12:33:38 +0000 2011,V. impressed w/ Image Composite Editor from @MSFTresearch for creating panoramas from individual images. http://t.co/SO7W7spn Tx #Microsoft!,"{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.7959}",0.7959,Positive,Positive,1,Neutral,"tensor([[-0.8774,  0.3948, -0.7373]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.7217, -0.1490, -0.3233]], grad_fn=<AddmmBackward>)"
1908,microsoft,positive,1.26634e+17,Wed Oct 19 12:20:03 +0000 2011,RT @fran_mac_ I have been blown away by technological innovations.... #microsoft should do more #marketing!!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Neutral,"tensor([[-0.1344,  0.7474, -0.7367]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0559, -0.2930, -0.0563]], grad_fn=<AddmmBackward>)"
1909,microsoft,positive,1.26629e+17,Wed Oct 19 12:02:37 +0000 2011,I have been blown away by technological innovations.... #microsoft should do more #marketing!!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Neutral,"tensor([[ 0.0537,  0.5168, -0.9152]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.4609, -0.3048, -0.0812]], grad_fn=<AddmmBackward>)"
1910,microsoft,positive,1.26612e+17,Wed Oct 19 10:52:40 +0000 2011,RT @asherCFO: #Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that do ...,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.5093}",0.5093,Positive,Positive,1,Neutral,"tensor([[-0.7171,  0.4793, -0.3913]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.6277, -0.3657, -0.2368]], grad_fn=<AddmmBackward>)"
1911,microsoft,positive,1.26611e+17,Wed Oct 19 10:48:26 +0000 2011,#Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that dosent happen!,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.555}",0.555,Positive,Positive,1,Neutral,"tensor([[ 0.7435,  0.8903, -0.2844]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3865,  0.0930,  0.3546]], grad_fn=<AddmmBackward>)"
1912,microsoft,positive,1.26609e+17,Wed Oct 19 10:40:43 +0000 2011,#Microsoft presents #Omnitouch - http://t.co/ui0aD1FJ - Very impressive and futuristic technology!,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.5974}",0.5974,Positive,Positive,2,Neutral,"tensor([[ 0.1418,  0.4152, -0.1227]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.6694, -0.4371, -0.3785]], grad_fn=<AddmmBackward>)"
1913,microsoft,positive,1.26605e+17,Wed Oct 19 10:27:19 +0000 2011,"Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing, #Microsoft ’s investments paying off","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",0.4404,Positive,Neutral,0,Neutral,"tensor([[ 0.0973,  0.7264, -0.5538]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5306,  0.3223, -0.2603]], grad_fn=<AddmmBackward>)"
1914,microsoft,positive,1.26604e+17,Wed Oct 19 10:21:02 +0000 2011,"RT @bestpantsTen: http://t.co/P4m8xvaz #iPads less desired than #Windows tablets, says study #Apple #Microsoft #MS","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.204}",0.204,Positive,Neutral,0,Neutral,"tensor([[ 0.0310,  0.3982, -0.4710]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.6855,  0.4486,  0.5293]], grad_fn=<AddmmBackward>)"
1915,microsoft,positive,1.266e+17,Wed Oct 19 10:05:07 +0000 2011,RT @DariuszPorowski: RT Me too! @rem8: On my way home from 1st day of #MTS11. Had great time with @alead @DariuszPorowski and others #mv ...,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.6588}",0.6588,Positive,Positive,2,Neutral,"tensor([[ 0.2281,  1.2157, -0.6117]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.2514,  0.1485, -0.2900]], grad_fn=<AddmmBackward>)"
1916,microsoft,positive,1.26596e+17,Wed Oct 19 09:51:14 +0000 2011,#mango shows #microsoft still has the taste for smartphone success http://t.co/mAOQaplH,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5719}",0.5719,Positive,Positive,2,Neutral,"tensor([[ 0.0635,  0.6132, -0.6950]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1363,  0.1925,  0.0218]], grad_fn=<AddmmBackward>)"
1917,microsoft,positive,1.26584e+17,Wed Oct 19 09:02:17 +0000 2011,#Microsoft details Search improvements in #Windows 8 Start Screen http://t.co/f6AztiaD,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}",0.3182,Positive,Positive,1,Neutral,"tensor([[ 0.6390,  0.6387, -0.4771]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.8777,  0.0352, -0.3449]], grad_fn=<AddmmBackward>)"
1918,microsoft,positive,1.26581e+17,Wed Oct 19 08:51:18 +0000 2011,one more picture of the services provided in the #cloud. I am in love with #Microsoft http://t.co/Q0QLeokZ,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}",0.6369,Positive,Positive,2,Neutral,"tensor([[ 0.0257,  0.5130, -0.4756]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.6939, -0.3734,  0.4063]], grad_fn=<AddmmBackward>)"
1919,microsoft,positive,1.2658e+17,Wed Oct 19 08:44:57 +0000 2011,Windows Runtime and .NET: Better Together http://t.co/z7BBJ1xU #dotnet #dev #WinRT #microsoft,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,Positive,Neutral,0,Neutral,"tensor([[0.1807, 0.5123, 0.0995]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2938, -0.5194,  0.0037]], grad_fn=<AddmmBackward>)"
1920,microsoft,positive,1.26578e+17,Wed Oct 19 08:40:02 +0000 2011,Nice talk by @renatmin #KenyaOpenDoor #microsoft #community,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.4215,Positive,Positive,1,Neutral,"tensor([[-0.1255,  0.8283, -0.6724]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2431, -0.0376, -0.3957]], grad_fn=<AddmmBackward>)"
1921,microsoft,positive,1.26571e+17,Wed Oct 19 08:10:33 +0000 2011,OMG :) :) #Microsoft #Sharepoint is actually working!  Thanks to my excellent colleague William,"{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.9168}",0.9168,Positive,Positive,3,Neutral,"tensor([[-0.0680,  0.2685, -0.5605]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1294, -0.0861, -0.3335]], grad_fn=<AddmmBackward>)"
1922,microsoft,positive,1.26559e+17,Wed Oct 19 07:24:15 +0000 2011,#windowsphone #wp7 #Microsoft really @google ? http://t.co/vI0htJRr  #icecreamsandwichfail innovation by imitation sad sad,"{'neg': 0.33, 'neu': 0.532, 'pos': 0.138, 'compound': -0.5574}",-0.5574,Negative,Negative,-4,Neutral,"tensor([[ 0.0411,  0.4119, -0.1866]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.8272,  0.3848, -0.1617]], grad_fn=<AddmmBackward>)"
1923,microsoft,positive,1.26556e+17,Wed Oct 19 07:11:06 +0000 2011,The more i use Office 2010 the more i fall in love it with. #honest #genius #microsoft,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.8176}",0.8176,Positive,Positive,2,Neutral,"tensor([[-0.0683,  0.3837, -0.7863]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5443, -0.3977, -0.0639]], grad_fn=<AddmmBackward>)"
1924,microsoft,positive,1.26554e+17,Wed Oct 19 07:01:34 +0000 2011,"@guardiantech I love the ""And now it is looking to China:"" Apple funds sweatshops there while Gates funds a foundation #apple #microsoft","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6369}",0.6369,Positive,Positive,2,Neutral,"tensor([[0.0501, 0.5844, 0.3095]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3111, -0.0376,  0.1273]], grad_fn=<AddmmBackward>)"
1925,microsoft,positive,1.26553e+17,Wed Oct 19 06:57:56 +0000 2011,That was a good one(commercial). #microsoft,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,Positive,Positive,1,Neutral,"tensor([[-0.4419,  0.8080, -0.5899]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3813,  0.0419, -0.2715]], grad_fn=<AddmmBackward>)"
1926,microsoft,positive,1.26532e+17,Wed Oct 19 05:36:00 +0000 2011,Welcome Skype to the #Microsoft family. We can do amazing things together. http://t.co/YKCHtu8h #welcomeskype,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.7783}",0.7783,Positive,Positive,2,Neutral,"tensor([[-0.4353,  0.7643, -0.4341]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.4946, -0.0713, -0.2606]], grad_fn=<AddmmBackward>)"
1927,microsoft,positive,1.2653e+17,Wed Oct 19 05:27:32 +0000 2011,&lt;3 u #microsoft!!!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Neutral,"tensor([[-0.2690,  0.8253, -0.3509]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.5045, -0.8842,  0.1630]], grad_fn=<AddmmBackward>)"
1928,microsoft,positive,1.26499e+17,Wed Oct 19 03:25:24 +0000 2011,"Absolutely loving the ARC mouse, courtesy of the one and only @gregulator0. #inspired #microsoft","{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.8718}",0.8718,Positive,Positive,3,Neutral,"tensor([[ 0.3098,  0.1581, -0.1478]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3747, -0.0256, -0.2244]], grad_fn=<AddmmBackward>)"
1929,microsoft,positive,1.26495e+17,Wed Oct 19 03:08:49 +0000 2011,Not a #Microsoft fan but this is cool. Video: Turn any surface into a #touchscreen http://t.co/yy1hNrbQ,"{'neg': 0.08, 'neu': 0.76, 'pos': 0.16, 'compound': 0.3546}",0.3546,Positive,Positive,1,Neutral,"tensor([[0.0902, 0.4773, 0.0098]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0236, -0.3848,  0.0430]], grad_fn=<AddmmBackward>)"
1930,microsoft,positive,1.26493e+17,Wed Oct 19 03:00:05 +0000 2011,"Wow #android #ics, lots of uh uh uh uh talk going on... forsure not a #microsoft #mango launch were people have public speaking skills","{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.5859}",0.5859,Positive,Positive,2,Neutral,"tensor([[-0.0644,  0.5417, -0.8062]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.2999, -0.2729, -0.4167]], grad_fn=<AddmmBackward>)"
1931,microsoft,positive,1.2648e+17,Wed Oct 19 02:08:55 +0000 2011,Jus updated my computer to Windows 7 .....I'm on thanks to #microsoft,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.4404,Positive,Positive,1,Neutral,"tensor([[-0.4565, -0.2499, -0.5863]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4623,  0.1869,  0.3804]], grad_fn=<AddmmBackward>)"
1932,microsoft,negative,1.26803e+17,Wed Oct 19 23:32:40 +0000 2011,ICS #android is going to kill both Mango #wmp #microsoft and #rimm.  it already killed webOS and Nokia OS...,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.8807}",-0.8807,Negative,Negative,-3,Neutral,"tensor([[ 0.3063,  0.6589, -0.3183]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1901, -0.4511, -0.5229]], grad_fn=<AddmmBackward>)"
1933,microsoft,negative,1.26796e+17,Wed Oct 19 23:03:10 +0000 2011,Only people with names beginning with 'A' are getting mail this week (a la #Microsoft),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[ 0.3827,  0.9250, -1.0261]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.5281,  0.2660, -0.0328]], grad_fn=<AddmmBackward>)"
1934,microsoft,negative,1.26793e+17,Wed Oct 19 22:53:51 +0000 2011,#Microsoft #Outlook #2011 for #Mac #sucks… #hate,"{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative,Negative,-3,Neutral,"tensor([[-0.5026,  0.5149, -0.7986]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1379,  0.0848, -0.2128]], grad_fn=<AddmmBackward>)"
1935,microsoft,negative,1.26791e+17,Wed Oct 19 22:44:31 +0000 2011,#Microsoft freezes some #Xbox accounts after hack reports - http://t.co/w051BfS0  via @CanadaIT,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.0258}",-0.0258,Neutral,Negative,-1,Neutral,"tensor([[-0.2429,  0.5321, -0.2700]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4902,  0.0698, -0.4344]], grad_fn=<AddmmBackward>)"
1936,microsoft,negative,1.2679e+17,Wed Oct 19 22:40:04 +0000 2011,#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt,"{'neg': 0.209, 'neu': 0.697, 'pos': 0.095, 'compound': -0.3182}",-0.3182,Negative,Neutral,0,Neutral,"tensor([[-0.3521,  0.9298,  0.1500]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4799, -0.4815, -0.4045]], grad_fn=<AddmmBackward>)"
1937,microsoft,negative,1.26788e+17,Wed Oct 19 22:34:02 +0000 2011,#Microsoft #Windows Media Centre GUI #Fail #MajorFail,"{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative,Neutral,0,Positive,"tensor([[-0.1791,  0.5884, -0.1576]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3824,  0.1065, -0.9736]], grad_fn=<AddmmBackward>)"
1938,microsoft,negative,1.26786e+17,Wed Oct 19 22:26:17 +0000 2011,How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Negative,"tensor([[-0.4535,  0.9256, -0.4687]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4261, -0.1578, -0.1971]], grad_fn=<AddmmBackward>)"
1939,microsoft,negative,1.26783e+17,Wed Oct 19 22:12:34 +0000 2011,"@theresamarosy haha k, thought everybody knew #Microsoft sucks.","{'neg': 0.217, 'neu': 0.522, 'pos': 0.261, 'compound': 0.128}",0.128,Positive,Neutral,0,Negative,"tensor([[-0.5771,  0.3289, -0.6672]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4066,  0.2738, -0.5015]], grad_fn=<AddmmBackward>)"
1940,microsoft,negative,1.26782e+17,Wed Oct 19 22:07:30 +0000 2011,"@theresamarosy bc #IE , like everything #Microsoft makes is junk and super prone to crashing.","{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.7506}",0.7506,Positive,Positive,1,Neutral,"tensor([[-0.7518,  0.6005, -0.1190]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.1171,  0.1955,  0.4085]], grad_fn=<AddmmBackward>)"
1941,microsoft,negative,1.26778e+17,Wed Oct 19 21:53:52 +0000 2011,"When #Microsoft ""violated U.S. antitrust laws""—leaving #Netscape out of business & #Novell wounded—it played ""dumb"". http://t.co/0WHHmAK4","{'neg': 0.303, 'neu': 0.588, 'pos': 0.109, 'compound': -0.6486}",-0.6486,Negative,Negative,-2,Neutral,"tensor([[ 0.1789,  0.1685, -0.0923]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0217, -0.1256,  0.5556]], grad_fn=<AddmmBackward>)"
1942,microsoft,negative,1.26772e+17,Wed Oct 19 21:27:53 +0000 2011,#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/YZhCdgFP,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative,Positive,1,Neutral,"tensor([[-0.0685,  0.6149, -0.1010]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1609, -0.3179,  0.5570]], grad_fn=<AddmmBackward>)"
1943,microsoft,negative,1.26772e+17,Wed Oct 19 21:27:53 +0000 2011,#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative,Positive,1,Neutral,"tensor([[0.1950, 0.7242, 0.1947]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1567,  0.2476, -0.6030]], grad_fn=<AddmmBackward>)"
1944,microsoft,negative,1.26772e+17,Wed Oct 19 21:27:53 +0000 2011,#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/Gjiu2zz1,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative,Positive,1,Neutral,"tensor([[-0.3745,  0.8514, -0.2820]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3640, -0.0407,  0.2319]], grad_fn=<AddmmBackward>)"
1945,microsoft,negative,1.26767e+17,Wed Oct 19 21:09:27 +0000 2011,"RT @schestowitz: When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our ...","{'neg': 0.242, 'neu': 0.505, 'pos': 0.253, 'compound': 0.0772}",0.0772,Positive,Neutral,0,Neutral,"tensor([[-0.1491,  0.7501, -0.3131]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.4083,  0.1777, -0.4386]], grad_fn=<AddmmBackward>)"
1946,microsoft,negative,1.26764e+17,Wed Oct 19 20:56:46 +0000 2011,"#Nokia workers ask, is chief executive a #Microsoft mole? http://t.co/lWJP9GiU","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[-0.3678,  0.6044, -0.0992]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1761, -0.1670, -0.3780]], grad_fn=<AddmmBackward>)"
1947,microsoft,negative,1.26763e+17,Wed Oct 19 20:54:14 +0000 2011,RT @idtheftprotect: #Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/M ...,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative,Neutral,0,Neutral,"tensor([[0.4605, 0.4013, 0.2204]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.8297,  0.1472,  0.2125]], grad_fn=<AddmmBackward>)"
1948,microsoft,negative,1.26762e+17,Wed Oct 19 20:49:47 +0000 2011,"I gave a try to Windows 8 Dev. Preview and it was good but the UI is way too messy right now, waiting for the Beta #microsoft #windows8","{'neg': 0.104, 'neu': 0.833, 'pos': 0.062, 'compound': -0.3182}",-0.3182,Negative,Positive,1,Neutral,"tensor([[ 0.1117,  1.0920, -0.1789]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4383, -0.2532, -0.5734]], grad_fn=<AddmmBackward>)"
1949,microsoft,negative,1.26759e+17,Wed Oct 19 20:38:14 +0000 2011,Six PowerPoint Nightmares (and How to Fix Them) http://t.co/JsQ96NuQ #powerpoint #microsoft #presentations,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[-0.1216,  0.7354, -0.1361]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3695, -0.4113, -0.0907]], grad_fn=<AddmmBackward>)"
