,Unnamed: 0,Unnamed: 0.1,Tweet ID,Sentiment,Tweet,trinary_sentiment,Bert Sentiment,SentiStrength Sentiment,SentiStrength Score
1205,1205,11365,638565377820102000,positive,@ThunderS7ruck moderate NAT and freezing issue. I'm used to the sweats!! I may buy a PS4 before release based on playability,2,negative,Positive,1
1206,1206,7771,635469735010934000,neutral,How yall feel about the gucci foams that are dropping sept 4th https://t.co/wSOYcudUyP,1,neutral,Neutral,0
1207,1207,17335,670810546669756000,positive,Seeing the positive comments about Bloodborne's DLC has me even more excited for my Dark Souls series playthrough in January.,2,positive,Positive,2
1208,1208,11811,638915723948126000,neutral,#MNTwins rally to beath the White Sox 8-6 Tuesday night http://t.co/JMWR9Fxlq2 http://t.co/xco2y8bvIP,1,positive,Neutral,0
1209,1209,3755,628801325527080000,positive,"""@NattieAndBellas could you please let me know what randy orton does tomorrow, if he stops for fans or doesn't ? That would be great :)""",2,positive,Positive,2
1210,1210,7789,635491390709977000,positive,"""On Thursday, Janet Jackson teased more of her return to music with a photo shoot in which she looked incredibly... http://t.co/R1RZwEqy3v""",2,positive,Negative,-1
1211,1211,2856,626640095454478000,positive,Nirvana and whiskey it's a Wednesday night get wit me,2,positive,Neutral,0
1212,1212,1396,623833140679843000,positive,"""Happy 2nd Birthday, Prince George! See how much he's grown with 28 of his cutest photos: http://t.co/TqZeb4BarN http://t.co/dpQGq2m8AC""",2,positive,Positive,1
1213,1213,12544,639504412424040000,positive,"""New Iron Maiden album and the """"Star Wars: Aftermath"""" novel both release tomorrow. It's going to be a busy Friday.""",2,neutral,Neutral,0
1214,1214,18421,675963261091774000,positive,"""If you haven't figured it out, we marathoned Twilight last night and we're currently starting the 17th hour of our Harry Potter marathon.""",2,positive,Neutral,0
1215,1215,6137,633003503124893000,neutral,The signs on Dunkin doors should say see you tomorrow instead of see you soon,1,neutral,Neutral,0
1216,1216,14764,640975690289033000,positive,Felt privileged to play Foo Fighters songs on guitar today with one of the plectrums from the gig on Saturday.,2,positive,Positive,1
1217,1217,20344,681305332610678000,negative,@Sandwich_Fire I pray that one day you die in hell. Along side capitalist pigs like Kim Kardashian &amp; Justin Bieber. May Stalin smite you.,0,negative,Neutral,0
1218,1218,20546,681676683749949000,neutral,"""(Breitbart) #Breitbart #News Daily: Iran, China, Cyberwarfare : On the December 29.. https://t.co/kJbBX6RzFv""",1,neutral,Neutral,0
1219,1219,15047,641052331669331000,neutral,"""Dammit, Murray just wont lie down. 4th set tie break now. @kevinanderson18 up 2-1 in sets""",1,neutral,Neutral,0
1220,1220,13405,640125725790633000,neutral,What concepts and values in Islam disturb the programs of the super powers? http://t.co/4q60dw4j5j #Kathmandu #sun http://t.co/57z0L4056T,1,neutral,Positive,1
1221,1221,3165,627349184237207000,neutral,Detailed look at why Gawker thinks the FBI may have covered for Hulk Hogan: http://t.co/bYEuv3UG0I,1,neutral,Neutral,0
1222,1222,17387,671107995212881000,neutral,"""Remembering George Harrison, a true music legend.  We share the birthdate, Feb 25. Passed away age 58, Nov 29,... https://t.co/038K9ZoxOV""",1,neutral,Positive,1
1223,1223,19468,678986294291107000,negative,"""Taking in refugees may sound compassionate but it's actually giving away Syria to Saudi Arabia, not compassionate at all""",0,neutral,Neutral,0
1224,1224,970,623131602013540000,neutral,I hope Paul Dunne steadies the ship. Glad he didn't have to play either of the provisionals on the 2nd. #TheOpen2015,1,neutral,Positive,2
1225,1225,7580,635175197394337000,neutral,Thinking I should go to the Foo Fighters concert tonight. Couldn't see them this past Wednesday. What to do,1,neutral,Neutral,0
1226,1226,2546,626093312940740000,neutral,FYI!!!  Prince George's County Council Chair Mel Franklin presents the 5th Annual Prince George's County Family... http://t.co/ndQzDHKzSF,1,positive,Positive,1
1227,1227,4974,631002674331123000,neutral,Ok maybe I'll paint my nails tomorrow  jk I'll probably end up doing my Naruto art all day,1,neutral,Neutral,0
1228,1228,5940,632710905260810000,neutral,"""What a play by Arrieta, but the execution isn't finished by Kris Bryant. E-5, his 14th error of the season. #CrosstownCup""",1,neutral,Negative,-1
1229,1229,6501,633513466104553000,neutral,"""lonely star, life of the party, the birds pt. 1 &amp; 2, rolling stone, valerie   https://t.co/mar7HUw8a0""",1,neutral,Negative,-1
1230,1230,17215,669277264186638000,neutral,"""@LarissaSocialG (3/3) Since IRA is calling, it may be for something different. ^RP""",1,neutral,Neutral,0
1231,1231,6590,633687087498178000,neutral,"""Scott Walker was having a good day of campaigning Monday, and then something unexpected happened: The truth about... http://t.co/JhL5gAueWS""",1,neutral,Positive,1
1232,1232,3213,627535219197915000,positive,Sharknado 3 may have just slid its way into my top 5 movies,2,positive,Neutral,0
1233,1233,10319,638019678921728000,neutral,@LauraLacole ... make huge sacrifices. Croke Park is the 3rd largest stadium in Europe. Ed Sheeran concerts were there recently.,1,positive,Neutral,0
1234,1234,19515,679083524553613000,negative,Iran Says New U.S. Visa Rule May Violate Nuclear Pact - now it's starting to make sense.  https://t.co/F4AiRpaEp7,0,neutral,Neutral,0
1235,1235,19519,679089629186928000,positive,#NowPlaying Kendrick Lamar - Black Friday  It's the best av heard from #Lamar,2,positive,Positive,1
1236,1236,11201,638495092106526000,neutral,"""2nd one is a trinidadian headdress i believe, which is nicki's home country. im silent on the other 3 tho https://t.co/0udsnLtBeC""",1,neutral,Neutral,0
1237,1237,6427,633454417140948000,neutral,"""I'm calling it NOW, Monday, August 17th 2015, 9:45 PM  Brock Lesnar will make Undertaker tap out.""",1,neutral,Neutral,0
1238,1238,16166,660755438779170000,neutral,Hi Dr Bloody Curtis : EarlyModBlood. d0 u want to get FREE iPh0ne 6? Kindly check my bi0. Thx https://t.co/mCXkaGJgUY,1,neutral,Positive,1
1239,1239,4999,631057794116947000,neutral,Frank Gifford convinced Howard Cosell to announce the murder of John Lennon during Monday Night Football. http://t.co/w7VQcdPltv,1,neutral,Negative,-3
1240,1240,3310,627858096627523000,neutral,"""Kylie Jenner stole the spotlight at a """"Paper Towns"""" screening&amp;#160;in West Hollywood on Saturday, where she and sister Kendall turned up""",1,positive,Negative,-1
1241,1241,12134,639185824966410000,neutral,"""David Price will have his next start moved up a day from Sunday to Saturday, Sportsnet's Barry Davis reports.  http://t.co/afuYdoLeE9""",1,neutral,Neutral,0
1242,1242,5923,632687888552099000,neutral,"""Janick Gers interviewed on the new Iron Maiden album, out Sept 4... http://t.co/VAduC91KAh""",1,neutral,Neutral,0
1243,1243,5553,632055290683371000,neutral,@PravdaKaTIOwa   It may be the same as Naruto for me  I hate the anime but love the game.,1,positive,Negative,-1
1244,1244,10870,638290663864406000,negative,It's Monday. I'm wearing a Nirvana t-shirt. I didn't want to be here. Clearly,0,neutral,Neutral,0
1245,1245,9877,637593681105670000,positive,Would be nice 2 c Pirlo score from one of those amazing FK and Balotelli get on the field 2 day for Milan that would be a good Saturday,2,positive,Positive,2
1246,1246,411,622086372824723000,positive,National Ice Cream Day is this Sunday! How about we celebrate early with @BucksIC? Open today 'til 5! http://t.co/aQoBSYqK53,2,positive,Positive,1
1247,1247,8944,636609578105446000,positive,Celebrity Big Brother #UKvsUSA is coming Tomorrow at 9pm ONLY on @channel5_tv . Do not miss it,2,positive,Positive,1
1248,1248,4156,629756789869932000,neutral,Frank Ocean better not joke about tomorrow,1,neutral,Neutral,0
1249,1249,16479,664051900929679000,negative,@Frandumode IRA parade walked past my flat last Sunday with hunger striker &amp; internment banners. Clear enough? @Independent,0,negative,Negative,-1
1250,1250,10476,638141481232896000,positive,I was watching Friday rn and Ice Cube uhh was pretty good looking if you ask me,2,positive,Positive,2
1251,1251,18168,675116115031363000,neutral,1st Soundtrack for the Milan Game https://t.co/qHCJvcKnVB,1,neutral,Neutral,0
1252,1252,18581,676389683677523000,positive,"""is Kendrick Lamar on course to be the 1st artist to top p4k's """"song of the year"""" """"music vid of the year"""" and """"album of the year""""? good if so""",2,positive,Positive,1
1253,1253,20135,680932321042808000,neutral,"""George Harrison's review of the Sun: """"It's all right.""""""",1,neutral,Neutral,0
1254,1254,11327,638548194373312000,negative,"""Most people may hate john cena, but I think that man is hilarious on the mic @JohnCena @WWE""",0,positive,Negative,-1
1255,1255,18614,676487721427189000,neutral,'Dana White' appeared on Sunday 13 at the 20th place in the Top20 of Miami's Trends: https://t.co/OZrErVV59x #trndnl,1,neutral,Neutral,0
1256,1256,8345,635959160060964000,neutral,David Wright misses 115 games and the 3rd pitch he sees is one of the furthest homeruns he's ever hit... #LetsGoMets,1,neutral,Negative,-2
1257,1257,6231,633112305694146000,positive,"""seeing """"Straight Outta Compton"""" &amp; """"Ant-Man"""" tomorrow is the move.. gotta decide on a 3rd movie as well.""",2,positive,Neutral,0
1258,1258,339,621651406064324000,positive,"""#TBT - Who doesn't love it when the ice cream truck comes to visit?  National Ice Cream Day is Sunday, July 19th! http://t.co/dKbvWy43Rw""",2,positive,Positive,2
1259,1259,3710,628703521651736000,positive,May Allah accept this dua. I ask Allah to rectify the Muslims and bring us back to the Deen of Allah.,2,positive,Neutral,0
1260,1260,11297,638535343751303000,negative,@PlayStation should have opened up preloads on PS4 days ago so people could have actually finished downloading it by tomorrow. #slowassPSN,0,negative,Neutral,0
1261,1261,5139,631321800186556000,negative,Sam smith just canceled his concert for tomorrow. I'm soooooooo pissed,0,negative,Negative,-1
1262,1262,16546,664760325065969000,positive,"""@BrianaBowers why hello and happy Thursday to you Briana, it's been a while, I love your new profile picture btw, gorgeous""",2,positive,Positive,2
1263,1263,15726,641428682746265000,neutral,"""Bradford's Logan Caruso was 2nd in the boys cross country race today in Kane with a time of 18:37, Hunter Yasurek of Kane was 3rd.""",1,neutral,Negative,-1
1264,1264,2250,625458727215308000,positive,"""Ant-Man may have cliched and formulaic structure, but it's a whole lot of fun.   The final 40 mins is superb.""",2,positive,Positive,1
1265,1265,16321,662488463472779000,negative,fuck i want to go into the city tomorrow. deGROM and Thor are gonna be at macys,0,neutral,Negative,-2
1266,1266,14737,640965799167963000,neutral,@Phana24JG @SprayCanAnn More specifically it tells you that you have an unconscious bias against Muslims and may judge them unfairly.,1,negative,Negative,-1
1267,1267,13150,639936353870872000,negative,S.O.S I left my Naruto game at home and at my grandpas till Monday I won't make it help,0,negative,Neutral,0
1268,1268,18864,677265735253495000,positive,Thor may want to pull back a little on working the calf muscles at the gym but otherwise....come to mama. #Purr https://t.co/4Qa9UaC0oq,2,neutral,Neutral,0
1269,1269,18055,674807713256312000,neutral,Dana White just told LA Times that Rousey and Holm rematch is set for July 9th...,1,neutral,Neutral,0
1270,1270,5627,632181724265488000,positive,"""I'm just honestly so blessed that otra is on a Tuesday they're looking out for me because Sunday, Wednesday and Thursday is Big Brother""",2,positive,Positive,1
1271,1271,14302,640677321972822000,neutral,"""@Jenaaah i read Naruto fanfics like crazy around 9th grade lmao thanks, but German &amp; English are the only ones i'm fluent in lol""",1,positive,Positive,1
1272,1272,8091,635694705133555000,neutral,I got a solo DM with Zayn in July- I missed him in LA in August- He follows me 2 days later- He unRTed my art- My account is gone. Wonderful,1,neutral,Positive,1
1273,1273,2326,625640680778518000,neutral,As ridiculous as Ant-Man may have looked it was actually pretty damn good #bigfan,1,negative,Neutral,0
1274,1274,15786,641446206586155000,neutral,I really need someone to go see Ed Sheeran with me next Friday please,1,neutral,Positive,1
1275,1275,9501,637190311119187000,positive,This may be the greatest internet video of all time. Randy Orton vs The Avengers - Age of RKO https://t.co/bK3ntcPqo0,2,positive,Positive,2
1276,1276,217,620757000989839000,positive,"""It's almost time! Harper Lee's new book """"Go Set a Watchman"""" will be on sale at 7 am, Tuesday the 14th! That is... http://t.co/mrh0PtUuoV""",2,positive,Positive,1
1277,1277,18537,676269663320338000,negative,@M16Menendez fasho if you can ask Curtis if he got social media tomorrow or whenever that's be chill I fucked with him heavy,0,negative,Negative,-2
1278,1278,13421,640146113274728000,positive,Metal-Saturday with new Amorphis followed by new Iron Maiden. Hell yeah!,2,positive,Negative,-2
1279,1279,843,622945513256714000,positive,"""@mollyohoran @scottferson I only celebrate holidays during the work week. Also, I need tomorrow off for National Ice Cream Day.""",2,positive,Positive,1
1280,1280,16101,660282285040779000,negative,Thursday is Thor's day and I'm sore from the thunder of stress that I'm under,0,neutral,Negative,-1
1281,1281,6462,633474653625937000,neutral,#RAW This may be the first and only mark out moment in Brock Lesnar's career,1,neutral,Neutral,0
1282,1282,9061,636717805031829000,negative,"""Every bad is happening. I'm having the worst summer ever, Shawn doesn't come to Portugal and I'm still white like June @ShawnMendes""",0,negative,Negative,-1
1283,1283,14345,640698209782730000,positive,"""@GolfYeezus @S1NGH7 yeah Murray 1st/2nd, sproles for the 3rd down td lol""",2,neutral,Positive,1
1284,1284,4044,629496716492935000,positive,#enlightenedrepublican. Kudos to John Kasich showing respect to those with whom he may not agree.,2,positive,Positive,2
1285,1285,4197,629837941657894000,neutral,#BlueJays take the opener 2-1 in 10 innings!  Now 3.5 behind the #Yankees.  David Price goes tomorrow against Ivan Nova.,1,positive,Neutral,0
1286,1286,1247,623660327553511000,positive,Watching the original Sharknado prepping for #Sharknado3 tomorrow.,2,positive,Neutral,0
1287,1287,15269,641179659544195000,negative,Sam Smith may have his fans but they certainly aren't the type of people that would watch Bond. What the hell have they done #SPECTRE,0,negative,Negative,-1
1288,1288,4702,630588240483868000,positive,Monday = Lana's single! Tuesday = FINALLY GOING TO COME #FACETOFACE with A! Wednesday = Sam Smith Concert!,2,positive,Positive,1
1289,1289,15598,641373217949618000,positive,"""#RAW Review:http://t.co/rXRVmqrc0n Seth Rollins, Sting &amp; the Statue, THE BEST SEGMENT EVER, Rusev, Ryback &amp; his Backstage Promos &amp; more""",2,neutral,Positive,1
1290,1290,11822,638924255925784000,neutral,"""After coughing up early lead, #MNTwins rally for 8-6 win and take the 1st game of series vs. the White Sox.  Circling the bases from tonight""",1,positive,Neutral,0
1291,1291,20511,681621057896321000,neutral,"""Iran may want to wipe Israel off the map &amp; ISIS may think Palestine will be the Jews graveyard, but God has a much different  point of view!""",1,neutral,Negative,-3
1292,1292,12787,639671969970003000,positive,"""Camila may be on Niall's Instagram, but I'm on Harry's Instagram in his Baltimore picture. Kind of just gonna say I'm the winner here. :/""",2,neutral,Positive,1
1293,1293,11813,638916344956735000,neutral,Brock Lesnar will face Big Show at the WWE Network special event at Madison Square Garden on October 3rd.  -Ashley,1,neutral,Positive,1
1294,1294,15607,641376968781398000,positive,"""Missed the game, but awesome that Kane scored. Should help a ton for Sunday.  #Confidence""",2,positive,Positive,2
1295,1295,3472,628210450954604000,neutral,"""@tasha_darke the cake is a lie! ;) and """"read"""" may have been the wrong word. maybe """"moved to nirvana"""" would fit better.""",1,negative,Neutral,0
1296,1296,9925,637661077820604000,neutral,I've sat in the same spot for three hours watching meeting shawn experiences on youtube...,1,neutral,Neutral,0
1297,1297,8097,635699966237917000,positive,Seth Rollins has always been the future and being  the guy to finally beat cena just solidified his legacy #1st #TitleforTitle,2,positive,Neutral,0
1298,1298,13643,640272163803521000,neutral,Jays' Price is money against the Orioles: Griffin: Lefty David Price had an opportunity Saturday against the O... http://t.co/ZkaqH4U7FX,1,neutral,Negative,-1
1299,1299,6153,633021791666053000,positive,Is the 12th playing down wind?  Because Dustin Johnson just hit a pitching wedge 150 yards.,2,neutral,Positive,1
1300,1300,9839,637537465322967000,neutral,@DamonMartin Underdog Holm has LESS time to prepare for Rousey. Not calling conspiracy just saying she's not ready. Jan 2 was too soon. #mma,1,neutral,Negative,-1
1301,1301,7656,635266009692291000,neutral,"""On Sunday, Brock Lesnar will have lived the dream of competing in a NYC-based PPV, which he wouldn't have done had he returned to the UFC.""",1,neutral,Neutral,0
1302,1302,17198,669158481304375000,neutral,If Connor McGregor loses vs Aldo I think Dana White may go crazy with Ronda too losing in same month XD,1,neutral,Negative,-1
1303,1303,180,620673321043144000,negative,"""Bumpy road ... George Osborne - """"UK won't help with brigding loan to Greece"""" according to The Guardian. http://t.co/HNzyOkMzi3""",0,neutral,Neutral,0
1304,1304,5800,632402315283197000,negative,"""All the GOP candatidates are eligable for prison. 1 dropped out, Chris will when he goes 2 prison.Scott Walker gone. https://t.co/MTtNCXIQ7a""",0,negative,Negative,-1
1305,1305,19137,678044458286477000,positive,Kind of equally excited at staying in watching The Soup finale tonight as I am for going out to see Amy Schumer tomorrow. Well...kind of,2,positive,Positive,2
1306,1306,19499,679040225964900000,neutral,@LuisMParra17 im being dead ass lol Kendrick nominated for 11 grammys most by any artist 2nd is taylor swift and the weeknd,1,neutral,Negative,-1
1307,1307,5438,631907906812710000,neutral,Dustin Johnson leads PGA right now.  Remember: it was a grounded iron on the last hole on Sunday that cost him last time #WhistlingStraits,1,neutral,Neutral,0
1308,1308,3704,628698223553740000,negative,@si_soccer @SInow I have been to Qatar in June/July. Miserable is just an empty word that does not scratch. Hot No beer and Muslims. Fun eh?,0,negative,Negative,-1
1309,1309,6072,632982327941926000,neutral,Dustin Johnson about to be off the wagon after another Sunday in a major.,1,neutral,Neutral,0
1310,1310,856,622972604744269000,neutral,Dustin Johnson will pound the driver on Monday and must make big putts early. #Spieth will handle the pressure. Watch out for Goosen.,1,neutral,Negative,-1
1311,1311,17229,669432931207798000,positive,We're looking forward to hearing the result together - 12.30pm Friday at Thor's Tipi on Parliament St - find out with us!,2,neutral,Positive,1
1312,1312,12111,639176215543345000,neutral,"""As much as I want the Devils to take their Kovalchuk cash and go after Kane, it's really not the best move for right now. 6th seed at best.""",1,neutral,Positive,1
1313,1313,19737,679674604835606000,positive,The last 1:15 is the best part of Black Friday by Kendrick Lamar,2,positive,Positive,1
1314,1314,8615,636225303468244000,neutral,@supine_forte he can have 2nd under Gucci http://t.co/FWuILgaeHc,1,neutral,Neutral,0
1315,1315,16697,665482366345977000,negative,"""@robxkristen indeed, i thought Charlie Hebdo attacks were the wirse in january but no yesterday night was even worse ..""",0,negative,Negative,-2
1316,1316,7585,635186224202928000,positive,@AhlemMadani really send ur story to SM or Kyuhyun they may give you a full paid trip to see them XD really that's the good effect of KPOP!,2,positive,Positive,2
1317,1317,13453,640166801758941000,negative,@Heritage   Democrats want to THROW ANYONE in Prison for disagreeing with Gay Marriage.  http://t.co/sMZ2XTuVPz,0,negative,Negative,-1
1318,1318,8764,636374575354281000,neutral,"""We see more #Christians than Muslims in the news, May be they are more successful. Interesting https://t.co/FE0padc3XI""",1,neutral,Positive,2
1319,1319,88,620427294075584000,neutral,Miss USA or prom queen the world may never know,1,neutral,Neutral,0
1320,1320,3784,628907007089766000,neutral,"""Sunday Oliseh, the newly appointed Super Eagles handler has advised Nigerian players plying their trade at big... http://t.co/c7sv5QgYg1""",1,neutral,Neutral,0
1321,1321,19962,680466036001533000,neutral,@JColeNC drop a song with Kendrick for Christmas and then just give us the album in Feb,1,positive,Negative,-1
1322,1322,19358,678654670743740000,neutral,@elzrocks it seems so. It would have been close had I gone to Iran. Back Thursday. I'll go in the new year. Would be brill,1,neutral,Neutral,0
1323,1323,8830,636454962072035000,neutral,Shawn just added a Madrid show at Teatro Monumental on Sept. 12! Tix onsale - Friday 11am local time #ShawnInMadrid http://t.co/u7UtoXmz1v,1,neutral,Positive,1
1324,1324,8623,636234252208766000,neutral,John Kasich may want to change his King for a Day statement after reviewing this :) http://t.co/NiWEd10pxi,1,neutral,Neutral,0
1325,1325,12555,639510709013909000,neutral,NEW YORK (Reuters) - Gay and civil rights activists gathered in downtown Brooklyn on Thursday to condemn the prosecution of the chief...,1,neutral,Negative,-1
1326,1326,247,620958209801592000,neutral,"""Stephen Carter: The 1st line of """"Go Set a Watchman"""" does what it should: """"It makes us want to know what happens next"""" http://t.co/KjSj7DAyOP""",1,neutral,Neutral,0
1327,1327,8485,636052575859642000,positive,"""Gosh, I just wanna wear my John Cena shirt everyday. Should I wear it ot class tomorrow? Decisions""",2,neutral,Neutral,0
1328,1328,20287,681195739683385000,neutral,"""#nature #day #sunday #coldweather #vsco #vscocam #vscoedit #vscoitaly #milan #italy @ Milan, Italy https://t.co/T8Wr0931M2""",1,neutral,Negative,-1
1329,1329,8396,635986124561862000,neutral,David wright the 1 constant in the 3rd lit the fire of mets and 6 dingers later where up 11-7 Lets go Mets,1,neutral,Neutral,0
1330,1330,19717,679621918694215000,positive,With Milan sitting in 6th -the highest they've been in almost three years - Shevchenko wants time for the coach. https://t.co/gio505Rzml,2,neutral,Neutral,0
1331,1331,5117,631263866983333000,neutral,"""Rousey was right. You know you'll get beat, you just want the $ https://t.co/66YDin4uq8""",1,neutral,Neutral,0
1332,1332,20212,681074162367131000,neutral,@Metro_Ents: Is TFI Friday cancelled because of Chris Evans' Top Gear? https://t.co/l5Lq5GE0TS https://t.co/P6XNgvEKtk  No: it's crap,1,neutral,Negative,-2
1333,1333,15619,641384872787861000,positive,Floyd Mayweather fights Andre Burto this Saturday. All I gotta say is where all the hype at????? Lol,2,neutral,Negative,-1
1334,1334,14284,640665735082078000,positive,listening to Nirvana reminds me of how cool my string orchestra teacher is. she's my 1st period &amp; I'm always pumped af to see her,2,positive,Positive,1
1335,1335,17011,667440363590799000,negative,"""@Penguero yeah the mosny's dece, may do a Tony Blair and do politics as well but without bombing Iraq illegally shit. You like science?""",0,negative,Neutral,0
1336,1336,17691,673132876892803000,positive,@NATEEDAWG have you heard black Friday ?? By Kendrick Lamar an j Cole ??? (;,2,neutral,Neutral,0
1337,1337,20580,681723755656171000,neutral,Jump in the cage! Would you turn your back on a shark for a selfie? This was on Sunday's twilight tour #sharkdiving https://t.co/hsyKRjp3tJ,1,neutral,Neutral,0
1338,1338,7321,634827052399489000,neutral,"""Scott Walker: Need to secure the border, enforce laws before talking about birthright citizenship http://t.co/xkLfJjhlry via @washtimes""",1,neutral,Neutral,0
1339,1339,4032,629486449310740000,positive,"""John Kasich is going to be the media darling tomorrow with his gay marriage/Supreme Court comment. Well done, sir. #GOPDebate""",2,neutral,Positive,1
1340,1340,8020,635638004992749000,neutral,Undertaker vs Brock Lesnar...I believe that Lesnar 4 the 1st time n 2/3 years he will have his 1st loss by the man he beat at Wrestlemania,1,neutral,Negative,-2
1341,1341,10184,637855559904022000,neutral,I sat at a table next to #MarcAlmond yesterday. Took every ounce of restraint for me to not try to strike up a convo about Scott Walker,1,neutral,Negative,-1
1342,1342,1056,623262347453313000,positive,If laying in my bed eating candy while reading rolling stone on a Monday isn't having my life together then so be it,2,neutral,Neutral,0
1343,1343,20526,681652113441595000,positive,"""With love in my heart for the fathers in Israel, may I suggest 10 specific ways that fathers can give spiritual... https://t.co/bMXSFo6gpY""",2,positive,Positive,2
1344,1344,13094,639904431992111000,neutral,@lilyinthefield I'm not going to own something that's not true. Some Muslims may be criminals but that doesn't mean Islam is evil.,1,neutral,Negative,-2
1345,1345,5654,632209682677940000,positive,"""The people in my area are just now discovering Waving Flag. Tomorrow, we will go over Chuck Norris jokes for the first time.""",2,neutral,Positive,1
1346,1346,8570,636171262184849000,negative,The problem with America is not the politicians. It's the Christians that won't come to Sunday night church and Saturday soul winning.,0,negative,Neutral,0
1347,1347,4291,630077101308121000,neutral,"""Rickrolls, rumours and riddles: the hype behind Frank Ocean's new album | Music | The Guardian http://t.co/jMkXTMdZBz""",1,neutral,Neutral,0
1348,1348,10890,638305315595882000,negative,Just heard the news about Nicole Scherzinger and Ed Sheeran splitting up. Another perfectly good Bank Holiday Monday ruined.,0,negative,Neutral,0
1349,1349,7555,635153967039713000,neutral,"""Foo Fighters in October, Shinedown in November, Jaguars in December, and Razorbacks in between. Are you ready @bethanymadams ?""",1,neutral,Neutral,0
1350,1350,10359,638055552816316000,neutral,John Lamb gives up a solo home run to Ryan Braun in the 1st.,1,neutral,Neutral,0
1351,1351,4696,630580379418693000,neutral,literally everyone on my tl is talking about naruto im screaming this my wordt night mar e before christmas this should be ilega,1,positive,Negative,-3
1352,1352,19609,679386461980991000,neutral,@KaptainEgo @anthonyden1 the UN may recognise it Israel doesn't therefore disputed its that simple,1,neutral,Neutral,0
1353,1353,8510,636100927582285000,neutral,"""Salman Khan is known for blocking Eid dates for the release of his films, but with """"Kick 2"""" he may pick an... http://t.co/nel7M8gLEH""",1,neutral,Negative,-1
1354,1354,4345,630160177505800000,positive,My shift was cancelled for tomorrow. Time watch Naruto and Cowboy Bebop all day. #Mylife,2,neutral,Negative,-1
1355,1355,19823,679935521800491000,negative,Death to the Dictator! Iran's 2009 Election by Afsaneh Moqadam HARDCOVER 1st NEW https://t.co/IqOPhcjYYQ https://t.co/BQGIKr53rX,0,negative,Negative,-3
1356,1356,17810,673905555749007000,positive,Finally the Grammies give some more attention to the artistry of hip-hop. Good job Kendrick on having the 2nd most nominations ever. (11),2,positive,Positive,1
1357,1357,12133,639185379917209000,neutral,The strategy behind playing Madrid &amp; Milan on the Tues &amp; Wednesday before a Saturday game @ Old Trafford?Was it a few quid for DL to trouser,1,neutral,Positive,1
1358,1358,11697,638849093922500000,positive,"""Just got the wax flushed from my ears for Janet Jackson tomorrow night, my body is literally ready""",2,positive,Neutral,0
1359,1359,4641,630531679648530000,neutral,"""What is with August 9??? Bernie Mac, Isaac Hayes and now Frank Gifford all passed away on August 9.""",1,neutral,Neutral,0
1360,1360,1038,623221665858650000,neutral,"""@RaghavRathi6 Not sure exactly. But looking at previous years, 1-2 days after Eid, which means it ended on Monday.""",1,neutral,Neutral,0
1361,1361,13071,639885472588652000,negative,@FrMatthewLC if you radical Christians get your way the time may come when you're the minority. Your desire could result in death.,0,neutral,Negative,-2
1362,1362,1456,623907937010847000,neutral,"""Is John Kasich, the 16th Republican to run for president, conservative enough for 2016 voters? http://t.co/bxaH2qe8wM http://t.co/ay8Ew9peYd""",1,neutral,Neutral,0
1363,1363,3200,627498040660635000,neutral,"""[THENET] Sunday Oliseh launches vlog on Super Eagles updates: Chief coach of the Super Eagles of Nigeria, Sund... http://t.co/Mv5N9OAAii""",1,neutral,Neutral,0
1364,1364,10105,637785814974496000,neutral,if Ed Sheeran does a surprise performance with someone tomorrow at the VMAs refer back to this tweet,1,neutral,Neutral,0
1365,1365,9845,637552019700629000,positive,"""@DavidVonderhaar loving the beta Vahn, even playing it on PC with a  PS4 controller without aim assist, can't wait for November 6""",2,positive,Positive,3
1366,1366,13212,639974060466663000,negative,@YidVids2 probably not cause he played with the equivalent of Real Madrid. 1st team got a lot of shit for tading him to hated rivals though,0,negative,Negative,-3
1367,1367,4165,629764802349371000,neutral,"""The video was shot during the Floyd Mayweather vs. Andre Berto press conference yesterday, the 6th.""",1,neutral,Negative,-1
1368,1368,7983,635624752346828000,neutral,"""Oct 3rd, network will show a live MSG card with Brock Lesnar in the main event.""",1,neutral,Neutral,0
1369,1369,6281,633249312558854000,neutral,"""Now that the world has accepted Ice Cube son, be on the look out for a Friday Prequel""",1,positive,Neutral,0
1370,1370,6741,634006591168204000,neutral,1st time in my life I agree with Brock Lesnar about his Rousey comment. #UFC #WWE,1,positive,Neutral,0
1371,1371,12035,639124189576843000,positive,@TonyBasilio Iron Maiden reference... Now you're talking! New album #BookOfSouls drops Friday #uptheirons  Woooooo! \m/ \m/,2,positive,Positive,2
1372,1372,10687,638194397541179000,positive,"""My boy Biebs made the greatest comeback, the bae Big Sean won his 1st vma, Nicki dragged Miley to hell &amp; Kanye SLAYED everyones lives! #vmas""",2,positive,Positive,2
1373,1373,4072,629538128529895000,positive,Ant-Man tomorrow hopefully and I kind of want to give Fantastic Four a shot also .,2,positive,Neutral,0
1374,1374,12980,639824647526060000,neutral,That Friday feeling at Real Madrid: Real Madrid completed the week with the 16 players they are miss... http://t.co/BSQIkQ0OYc [info RM],1,neutral,Neutral,0
1375,1375,17609,672620974584389000,positive,Kendrick Lamar released Black Friday approximately 6 days ago I have listened to it precisely 10485839193847 times since then,2,positive,Neutral,0
